0.0532	0.0979	-0.0611	-0.0600	0.0373	-0.0916	0.1040	0.4370	-0.1035	-0.1689	-0.0973	-0.3243	0.1839	0.5909	-0.0398	-0.7691
0.1336	0.3592	-0.1884	0.8776	0.0684	-0.1158	0.1743	0.1389	0.6106	-0.0611	0.3620	-0.3757	0.0897	0.4011	-0.1200	0.1619
-0.0417	0.2227	0.0264	-0.1711	0.0340	-0.1025	0.1730	-0.3041	0.5209	-0.0729	-1.2389	-0.3189	-0.0163	0.1852	-0.0173	-0.2525
0.0094	0.3260	-0.1313	-0.1424	-0.5262	-0.0938	0.0340	0.2921	0.1612	-0.1582	0.1811	0.2686	0.8518	0.7207	-0.0605	0.0772
0.6037	0.2246	-0.0561	-0.3697	0.0933	-0.0444	0.1401	0.1801	-0.2212	-0.6814	-0.2201	0.0871	-0.0191	0.8441	-0.1407	1.2558
-0.0876	0.0496	-0.0204	0.3506	-0.0055	-1.1844	0.0042	0.0339	0.3198	-0.0030	-0.0708	-0.5930	0.1622	0.3739	-0.0582	0.0761
0.0446	0.2233	-0.7401	-0.2137	0.7278	-0.0774	0.0442	0.0965	0.3532	0.0082	-0.2685	-0.4649	0.3314	-0.0624	-0.1114	-0.6364
-0.0499	0.2331	-0.1048	0.4566	0.0161	0.4946	0.6262	-0.2842	0.5816	-0.1176	-0.0027	-0.3380	-0.0517	0.5938	-0.0672	-0.0357
0.0571	0.1716	-0.1274	-0.2938	-0.0447	0.2562	-0.0861	-0.0047	0.2334	-0.5460	-0.0241	-0.3366	-0.1240	0.4194	-0.1191	0.0079
0.1626	0.1467	-0.1717	-0.1241	-0.0382	-0.0765	-0.0469	0.0949	0.2916	-0.1009	-0.2183	-0.2597	-0.0958	0.4069	-0.3968	-0.0983
-0.2077	0.2407	-0.0626	0.8242	-0.0376	-0.0251	-0.1278	-0.0231	0.1457	0.4053	-0.0397	0.0597	-0.4514	0.5541	-0.9236	0.3169
0.0471	0.3978	-0.1379	-0.0244	-0.1547	-0.1651	-0.0697	0.0403	-0.5830	-0.0714	-0.3029	-0.4330	-0.1831	0.6946	0.9547	-0.7924
0.0186	0.1014	-0.1456	-0.0378	-0.2167	0.0426	-0.0147	0.1485	0.2189	0.0321	-0.3330	-0.9913	0.6760	0.2850	0.1450	-0.0159
0.0293	0.3325	0.0630	-0.0711	-0.0287	-0.1220	0.0155	-0.0530	0.0491	-0.0596	0.0096	-0.5115	1.3945	0.6714	-0.2195	-0.1191
0.0313	0.3654	-0.1453	-0.3087	-0.1298	0.6295	-0.0542	0.0187	-0.1699	0.0445	-0.1294	-0.5587	0.1282	0.2950	-0.1536	-0.2928
-0.0454	0.1869	-0.1853	-0.0315	0.2765	0.1123	-0.3111	0.1296	1.0059	0.1041	0.3206	-0.1473	0.1618	0.6228	0.0654	0.0640
0.0058	0.2463	-0.1710	0.1320	-0.1265	-0.0523	-0.0171	0.5705	0.3340	-0.0244	-0.1283	-0.5853	0.0329	0.3188	0.6831	-0.0802
0.1651	0.2318	1.0303	-0.5464	0.1488	0.1090	-0.1378	-0.0608	0.2771	-0.1096	-0.0436	-0.4919	-0.1444	0.3621	-0.1310	-0.2793
0.0423	0.2820	-0.0202	-0.2934	-0.6836	0.0668	-0.0945	0.0957	0.6226	-0.3005	0.3826	-0.1664	-0.0893	0.4720	-0.1687	0.6821
-0.0360	-0.3437	-0.0644	0.3297	-0.1165	-0.0881	-0.0081	-0.3180	0.3679	-0.0147	-0.1464	-0.3684	-0.0904	0.6709	-0.0793	-0.1791
0.3089	0.4091	0.0410	0.0813	0.0976	0.2382	-0.0359	0.0291	0.2892	-0.4203	-0.1235	-0.4439	-0.1485	0.2470	-0.1707	-0.0356
-0.3345	0.1938	-0.8728	-0.1101	-0.0335	-0.1069	-0.7569	1.5723	0.3186	-0.5352	-0.3238	0.1151	-0.0736	0.3615	-0.0282	-0.7701
0.1562	0.0740	-0.1624	1.3783	-0.0800	-0.2631	-0.3071	0.2041	0.7167	-0.2247	0.2802	-0.7857	0.0202	-0.5653	-0.5889	-0.3222
0.4613	0.3494	-0.0133	-0.2118	-0.3213	0.2031	0.3574	-0.0093	0.3291	-0.0903	-0.0772	-0.3208	0.2593	0.4565	-0.1022	-0.0169
0.0432	0.2567	-0.0062	-0.0978	-0.0041	-0.1202	-1.2141	0.0713	0.0883	-0.0448	-0.2386	-0.2498	0.1139	0.3680	-0.1879	0.0074
-0.0058	0.5058	-0.1938	0.0267	0.0631	-0.0898	0.6777	0.8720	0.2577	0.0079	0.0852	-0.3564	-0.0053	0.3854	-0.0240	-0.0922
0.0392	-0.4401	-0.0760	-0.6116	0.4619	-0.0474	-0.0645	0.2963	0.1996	-0.5215	0.0548	-0.2368	-0.0176	0.4606	-0.5461	0.0525
-0.0069	0.4875	-0.2377	-0.0146	0.0790	-0.2625	0.6758	0.1557	0.2380	-0.1404	-0.0468	-0.0989	-0.0600	0.6823	-0.0552	0.5584
0.0847	0.4738	-0.1239	-0.2390	-0.0353	-0.1175	0.0090	0.1194	0.7972	-0.1327	-0.3103	1.5175	-0.0615	0.9606	-0.0737	-0.2395
0.0497	-0.2575	-0.0926	-0.1516	0.0423	0.3541	0.0211	0.0204	0.3159	-0.0779	-0.0928	-0.3188	-0.0937	0.5806	-0.1239	-0.0309
-0.0117	-0.3894	-0.1623	0.6292	-0.5213	0.0476	-0.0327	0.1703	0.4974	0.0555	-0.0088	0.0311	-0.1073	0.6612	-0.1587	-0.1552
-0.0935	0.1675	-0.0057	-0.0342	0.0307	0.1611	0.0307	0.1991	0.5686	-0.0913	-0.3653	-0.3186	-0.0346	0.4114	-0.0367	-0.1494
-2.4274	0.3641	1.1347	-0.1135	-0.3851	-0.0002	-0.3807	0.9666	0.2564	-0.2785	-0.1752	0.0060	-0.2489	0.8208	-0.6054	-0.2933
0.1859	0.0631	0.1357	-0.2209	0.0588	-0.0556	0.3912	0.9588	0.2564	0.6304	-0.0769	-0.3711	-0.2430	0.3765	-1.3806	-0.1434
-0.4785	0.1077	0.4406	-0.1050	-0.0320	-0.0209	-0.0775	-0.1730	0.2988	0.0036	-0.7319	-0.2445	-0.3385	0.5108	-0.1492	0.1527
0.7880	0.4757	-0.0587	0.9151	-0.1928	-0.0997	-0.0370	0.0581	0.3260	0.4956	-0.1732	-0.1012	-2.1511	0.5666	0.4933	-0.3436
-0.1480	0.2185	0.0748	-0.0326	-0.0686	0.1649	0.4375	0.0329	0.0403	-0.1449	-0.1663	-0.0473	0.0398	0.5157	-0.0697	-0.4527
-0.0348	0.3034	0.1804	-0.1607	0.0555	-0.1668	-0.0600	-0.3051	0.4332	0.6926	-1.3943	-0.2888	0.0586	0.4529	0.0182	0.2815
0.1819	0.2125	-0.0111	-0.1760	0.4489	-0.1304	0.0541	0.0777	0.3022	-0.0039	-0.1074	-0.3412	-0.3518	0.2271	-0.0812	-0.0688
0.0676	0.1448	0.0081	-0.4359	0.1454	0.3576	0.0184	0.1177	0.3488	0.0025	0.8861	-0.4402	0.3421	0.5436	-0.1972	-0.0257
0.1612	0.1580	0.1432	-0.0788	-0.0931	-0.2923	-0.1080	-0.3238	0.0658	-0.1136	-0.1245	-0.2884	-0.0570	0.5024	-0.3533	-0.0914
0.0593	0.1220	0.0400	0.0584	1.2906	-0.0741	-1.2124	0.0387	0.1070	-0.1407	-0.4172	-0.3218	-0.0510	0.5408	-0.1357	-0.2729
0.0103	0.2296	-0.1233	-0.0998	0.1600	-1.2043	0.1289	0.0518	0.2825	-0.0688	1.0842	-0.2503	0.4698	0.5835	-0.3457	-0.1010
0.0012	0.1679	-0.0322	-0.0593	-0.5166	-0.0675	-0.0873	0.1967	0.8227	-0.0298	-0.1223	-0.4175	0.0517	0.3218	0.4107	0.0219
-0.0087	0.1618	-0.0153	0.0253	0.0796	-0.2872	1.9108	0.0569	0.4260	-0.1006	-1.3325	-0.2507	0.1588	0.4606	-0.3823	-0.1805
0.0846	0.2037	-0.0000	-0.4483	-0.0609	0.1147	-0.0521	-0.0429	0.2587	-0.0796	-0.3372	-0.2626	-0.2920	0.5097	-0.0573	-0.2666
0.2323	-1.0138	0.1447	-0.1396	0.1092	-0.2001	0.0981	0.2479	0.9571	-0.0607	-0.2035	-0.3988	0.2514	0.4424	0.4490	-0.1388
0.0597	0.1736	-0.1150	-0.1904	-0.0068	-0.0635	0.2480	0.6987	0.8368	0.0175	0.0267	-0.2085	-0.0195	0.3018	0.3319	-0.0023
0.0316	0.2910	-0.1163	-0.1477	0.1469	-0.0592	-0.0401	0.0603	-0.1494	-0.0445	-0.0282	-0.2671	-0.4908	0.5259	0.2085	-0.0159
0.2445	0.1585	0.8758	-0.1302	0.1394	-0.1353	-0.0674	0.0099	0.5133	0.4222	0.0038	-0.3842	0.1572	0.4520	-0.3717	-0.1642
0.0221	0.1663	-0.3042	-0.6032	0.0227	0.0059	1.0037	0.0906	0.1191	0.0432	-0.2120	-0.3016	-1.5231	0.6700	0.0406	0.0297
-0.0108	0.1302	-0.1473	-0.1195	0.1091	-1.1655	0.7272	0.0761	0.0254	-0.0192	0.5932	-0.5303	-0.5095	0.4944	-0.2029	-0.0813
-0.0107	0.2264	0.0523	0.0577	-0.0408	-0.1286	0.0598	0.0538	0.4531	-0.0787	0.8229	-0.6910	-0.0175	0.5280	1.1445	-0.3398
0.2181	0.3288	-0.0549	-0.1784	0.1577	0.0112	-0.2504	0.1513	0.6758	0.2113	-0.2308	0.5316	-0.0963	0.4344	-0.0537	-0.2325
1.2069	-0.0097	-0.8487	-0.1432	-0.0962	-0.1932	-0.0019	0.0894	0.1479	-0.6733	-0.2841	0.0491	0.1175	0.4955	-0.1143	-0.3820
