-0.2554	0.6409	0.4876	-1.1096	0.4137	-0.5077	-0.1541	0.2164	1.0148	-1.5287	-0.5722	-0.8206	-0.1331	-1.0446	0.0687	-2.1636
-1.0349	-0.0079	2.4089	-0.6072	0.0925	1.4840	0.9935	-1.7775	-0.3034	0.2293	0.7921	-0.8763	-0.6132	-0.0091	1.2429	-0.2436
1.2079	0.7088	0.1656	-0.7614	-1.8833	-0.0043	-0.5082	0.6490	1.5852	-0.2148	-0.1344	0.0443	1.7308	-0.8620	1.0956	-1.1368
0.0489	-0.3597	-1.7560	-0.5824	1.6213	1.3843	0.4385	-1.7207	-0.1449	0.6812	0.5779	0.0267	-0.8671	-0.2095	-0.8393	0.0184
-1.9370	-0.0500	0.4767	-0.4061	0.4688	-0.1381	0.6614	-0.6901	0.7853	1.0543	0.3395	0.9734	-0.1449	2.3943	-0.0365	-1.1627
0.2910	-0.6979	-2.2980	0.1472	0.9296	1.3539	1.5604	-1.0733	-0.4104	-1.5227	-0.4014	0.7156	2.4281	-0.6636	-0.4901	0.6798
-0.1085	0.7296	0.1163	0.0312	1.5891	0.6833	0.8908	0.0745	-0.5604	1.4354	-0.3179	0.5663	1.8389	1.3361	1.5892	-0.2306
-2.1769	-0.6198	0.8548	-0.1488	1.3097	1.3747	-0.9001	-0.6965	-1.1345	1.7123	-0.6601	-0.3916	2.0486	1.0675	0.0074	-1.2922
-0.8155	-0.4549	1.2167	0.5242	0.9076	0.0059	0.0337	-0.1798	0.8662	-0.7706	0.7726	0.7482	0.2902	-1.9193	1.7227	-0.0075
1.1004	-0.0479	0.4760	1.4223	-1.0134	0.0781	-0.7550	-0.1362	-0.7691	1.0462	0.0062	0.1614	0.9589	0.4002	-1.4472	-1.3084
1.0468	-0.2708	-0.4674	1.7509	1.1015	0.0860	0.1940	1.1990	-0.3996	-0.5753	-1.9496	1.2973	0.3457	-0.2724	-0.7117	0.1112
-1.7305	0.8282	-2.3342	0.6906	0.8530	-0.4396	0.6147	-0.6613	2.0236	-0.2431	-1.5660	1.3288	-0.9908	1.0409	-0.2626	0.3544
0.5232	0.1442	-1.8535	0.3672	1.0000	-0.1394	1.1620	1.0829	0.4404	1.0125	-1.8190	0.3705	-0.0586	0.5853	0.6129	-0.5539
0.7510	0.2165	-0.3092	-0.5348	-1.5921	0.9415	0.1152	-0.9204	-0.2116	-0.8463	-0.2188	1.5735	-0.4655	-0.8639	-0.8856	0.4081
-1.3150	-1.4776	-0.2130	-0.5582	0.8096	0.1968	0.6643	0.4962	-0.8061	0.8774	-0.3115	-1.2335	0.4120	0.0330	0.6462	0.9809
1.2991	0.3702	0.1775	0.5577	-0.7194	-2.4259	-0.1771	-0.7498	1.0397	0.0042	-0.1871	-1.2407	0.3692	-1.2624	0.5552	0.2042
0.8452	-0.3909	-0.5073	-1.6438	-0.5002	-0.8738	0.1363	0.6305	-0.3757	-0.5315	-1.7952	0.0346	0.7527	0.2810	0.9582	0.4104
-1.4583	0.9064	0.6087	-0.9493	0.5356	-0.1383	-0.0978	0.6222	1.7126	0.9679	-0.9503	-0.1515	-2.6733	-1.1409	0.1057	-0.7849
-0.2720	-0.1894	0.4750	-0.4647	2.6756	-0.3521	-0.6488	0.2131	0.8824	1.7846	0.0023	-0.7303	-1.0738	1.2242	-3.3529	1.0912
-0.5264	-1.3608	0.0634	0.3668	0.6845	-0.2795	-0.8261	-1.2010	0.2330	-1.6391	-0.1161	0.3416	1.5122	0.4718	-0.6034	-0.1889
0.4699	-0.5257	-0.0105	-0.6683	-0.0668	1.0922	-0.9031	2.0805	0.1726	-0.8890	-0.6249	-1.0144	0.9894	0.0025	0.8662	-1.7679
0.7051	0.1508	0.6352	0.2711	0.2106	0.4880	1.5166	1.4100	-0.9268	-0.1420	0.0768	1.6414	0.4658	-2.0797	-1.5999	0.0643
1.0510	-0.2171	-0.1874	1.0971	-0.1963	-0.0329	-0.9017	0.8550	0.1995	0.2289	-0.2831	1.2243	0.0615	-0.6070	0.6904	-0.7804
1.9934	1.9428	-0.2562	-1.4617	-0.5353	-0.0289	-0.3812	-0.5401	1.3384	-0.5188	1.3327	0.8398	0.0108	0.4211	0.3695	0.7033
-0.7009	-2.4420	-2.2208	-0.7954	-0.3538	2.0724	-0.1700	-0.4730	-1.3599	-1.4560	-0.5359	0.3375	-4.3268	-0.5814	-0.1012	0.3763
-1.7369	0.3957	-0.1114	-1.0581	1.0608	0.7114	-0.4900	-0.0050	-1.8706	-0.8166	-0.2148	-0.3206	1.1148	0.0379	-1.3596	0.3441
1.3474	1.3480	0.3568	0.7861	0.1782	-1.0041	-0.1655	-0.5799	-0.0312	-0.3086	1.7253	-0.6002	-0.7898	0.9029	0.5628	-0.9322
-2.5518	-0.6765	0.3033	0.2014	-1.5672	0.2329	-0.8750	-0.9925	0.5639	-0.4237	-0.3376	-0.0997	1.3940	-0.9694	0.7552	-0.1091
0.4696	0.2698	1.1808	-0.5704	-0.0679	-0.3960	0.5335	-0.7496	-0.2546	-0.2546	0.0790	0.9091	0.8526	-0.6492	0.2796	0.9797
1.2961	0.0208	-1.4707	-0.5717	1.7659	0.0156	-0.5039	-0.3051	0.8665	-2.5758	2.3091	-0.9351	0.2473	-1.4979	-2.6952	-0.8358
-1.4529	0.5593	-0.7386	0.8099	1.6459	2.6994	1.2659	-0.8799	-0.1041	0.4465	0.4651	0.5237	0.8088	2.3978	-0.3333	-0.9001
-0.3346	-2.1568	0.5015	0.2815	-0.3793	-0.3400	1.0396	0.3743	0.1167	0.1532	-0.0098	-0.9051	-1.3803	-0.3202	0.3868	1.6341
0.1232	-0.2670	-0.2752	1.6228	-0.6126	1.1411	-0.8521	-0.5082	0.0202	0.3426	-0.5457	-0.1482	0.1844	-1.2876	-0.4210	-0.9880
-1.1801	-1.0115	-1.2796	-0.2143	-0.2602	0.9944	1.0272	0.5234	0.5001	-0.2700	0.7925	-0.0652	1.2998	0.3723	0.0147	-0.1406
-0.4345	0.7794	-1.8405	-0.6394	0.9022	1.6715	-1.6771	0.5009	-0.0794	-0.8862	-0.9476	0.5815	-0.6888	0.9496	1.0362	2.0406
0.2656	3.1381	2.0057	-0.6245	-2.0177	0.8410	1.8279	-1.1903	2.0383	1.0935	1.4190	1.0121	0.5264	-0.2859	-1.2719	-0.8878
-0.8640	0.1541	0.6688	0.7981	-0.6923	0.8378	-0.0889	1.0588	0.3449	0.9731	0.1193	0.0021	0.4655	0.9470	-0.1209	1.6175
-0.3417	1.0510	0.1510	-0.2909	-0.7940	-0.0638	-0.3173	0.0858	1.0566	-1.2654	0.6266	1.1075	0.9004	0.0974	0.4330	1.7590
-1.0495	0.9279	0.4587	0.0953	1.9389	-0.0864	-1.2120	0.0970	0.7758	-0.3045	0.4395	0.1833	-1.3336	-0.5706	-1.4184	0.8174
0.0760	0.3730	-1.0607	-1.3672	-2.3343	0.8098	-0.1826	-0.9451	0.9574	-0.6269	-0.2139	-0.8474	0.8892	0.2985	1.0720	0.8379
0.3589	0.6588	0.4259	-1.5097	0.8401	0.9229	0.0536	-0.7611	0.2182	1.0481	-0.4847	0.3910	-0.7952	0.6596	0.1383	-0.3786
-0.6956	1.5324	-0.7364	-0.4824	-0.9798	1.1922	-0.4906	-0.2230	-0.3419	0.3297	1.6898	-1.1163	-0.4425	0.7702	-1.0669	-0.6796
-0.9203	-0.1047	1.5136	-0.2876	0.3249	-2.0537	-0.4765	0.2585	-0.3030	0.4470	0.9876	0.5619	-1.7427	1.9290	-0.4893	-1.1241
-1.9977	-1.0097	-0.9448	-0.1026	0.4161	-1.0509	-1.4573	-0.4368	-1.3710	2.0367	1.0506	-0.8186	0.9798	0.5864	-0.1803	-2.3202
-2.6766	1.0036	-0.0966	1.0150	-0.0427	0.4722	-0.3221	-0.5054	-0.6223	-1.7153	-0.7345	-0.3255	0.8121	-0.3451	0.1664	-0.7558
2.0804	-0.1179	0.7046	-1.5072	-0.3905	1.6356	2.0877	-0.4649	1.0179	1.0056	0.6035	-0.7658	-0.2444	1.7218	-0.0911	0.1356
0.0697	3.5476	-0.6178	-0.7991	0.1464	0.5560	-0.6583	1.6975	-0.0592	1.1398	0.5071	1.1645	0.3728	0.1776	0.2940	-0.3429
1.6802	1.9634	-0.2436	-0.6479	0.1904	-0.7854	2.4094	-0.9246	0.4847	-0.4646	-0.4027	1.1125	-0.5809	0.9042	0.1453	-1.3116
1.0644	-0.7334	0.3353	-0.2476	-0.4879	0.5838	-0.8376	-0.4403	-1.4636	-0.4311	-0.8635	-0.0254	-1.0812	0.1926	0.8358	-0.2881
0.8627	-1.2510	-0.3244	1.2300	-0.5843	-2.3198	-0.6674	-1.0060	-0.7469	1.1320	0.1790	-0.5404	1.0477	2.6768	-0.2661	0.0744
1.5788	-0.9569	-0.5182	0.4263	0.9264	-0.0095	1.8958	2.1237	-0.4310	1.5554	0.2692	0.4199	0.3127	0.1571	0.6502	0.0142
2.6060	0.1269	-0.4571	-0.8572	-0.4633	-0.8775	-0.2591	-0.3735	1.2620	1.1938	0.1580	-0.0505	0.3006	-0.1420	-0.1124	-0.6226
