-0.7164	-0.4982	-0.0735	-0.6718	-0.4799	0.1310	-0.1064	0.2918	0.0861	-0.1405	-0.1063	0.1728	0.2844	-0.2663	0.3584	0.4708	-0.2071	0.6302	-0.0741	0.0990	-0.0823	0.0393	-0.6789	0.1557	-0.0134	0.3288	0.1925	0.0501	-0.0061	0.0452	-0.1128	-0.0929
-1.0730	0.0720	-0.9514	0.1693	0.3803	-0.4613	-0.1361	0.6731	0.5721	-1.5844	0.2072	-0.3271	0.8604	1.9957	0.3135	0.2214	0.3500	0.5576	-0.5380	0.6486	0.0620	0.2709	-1.5641	0.5563	0.2606	0.3638	-0.1950	0.6667	0.3786	0.4561	0.5164	-0.7746
-0.7717	-0.0936	-1.1974	0.1092	0.4204	-0.2204	0.0705	-0.3727	0.3109	-0.6279	-0.1688	0.4100	0.1164	-0.2114	-0.1116	0.0290	-0.1839	0.2575	0.1920	0.3430	-0.0536	0.7425	-0.5741	0.1333	-0.6190	0.0654	0.1808	-0.0601	-0.1450	0.0813	-0.1135	0.1790
-0.4073	-0.2797	-0.3447	0.1818	-0.0640	-0.2368	0.1856	0.3833	0.1751	-0.1845	0.0490	0.0912	0.0944	0.1184	0.0846	0.1360	0.0945	0.0161	0.1344	0.1779	0.1849	0.2880	-0.6522	-0.1491	-0.1746	0.0406	0.2814	-0.1382	-0.0411	0.1914	-0.0631	-0.0506
-0.6112	-0.7371	-0.0888	0.3607	0.3932	-0.8083	0.2181	0.6255	-0.1173	0.1865	0.0480	-0.2979	-1.1994	1.0285	0.2767	0.5778	-0.6635	1.0007	0.1358	0.3567	-1.5756	0.5887	0.8351	0.3051	0.0191	-0.0459	0.0935	-0.2934	-0.3531	0.1727	-0.2524	-0.6212
-0.3304	0.4907	0.0169	0.1267	-0.4107	-0.5049	0.2063	0.7103	0.0507	-0.4554	-0.0317	0.4625	-0.4072	0.0188	0.5418	-0.0430	-0.0371	0.6810	0.0274	0.1073	0.1359	0.0555	-0.3256	0.4502	-0.1078	0.5444	-0.1993	0.0169	0.2837	0.0117	-0.3181	0.1878
-0.5135	-0.2490	-0.2737	0.1913	-0.3285	-0.4558	-0.0091	0.3097	0.3609	-0.2482	0.0099	0.2178	-0.0104	-0.0722	0.2514	0.0812	-0.0884	0.4120	-0.1793	0.1900	0.1094	-0.1916	-0.0355	0.2443	-0.1178	-0.0504	0.8396	0.2195	0.0274	-0.0557	0.1080	-0.1623
-0.3961	-0.0421	-0.1100	0.0154	-0.0834	-0.7637	-0.0421	0.6534	0.3651	-0.0525	-0.4982	0.2229	0.1432	-0.0175	0.3663	0.2231	-0.1680	0.2704	-0.1834	-0.2123	0.0028	-0.3477	-0.7916	-0.1892	-0.0027	-0.0424	0.0202	0.1875	-1.5022	-0.0943	0.0731	-0.1093
-0.0072	-0.3416	-0.1776	0.3831	-0.1513	-0.2731	0.0305	0.5399	0.2241	-0.2485	-0.0406	-0.5387	0.2839	-0.2380	0.1755	-0.2409	-0.4761	0.2810	-0.1073	0.2021	-0.2459	-0.0285	-0.4157	0.9720	-0.5043	0.0516	0.1019	0.1512	-0.0389	-0.1750	-0.0877	-0.2526
0.7025	-0.5957	-0.8754	-0.4435	-0.5629	-0.4272	-0.3339	0.7305	-0.0648	0.5043	0.0478	0.1351	-0.9120	0.1364	0.4684	0.7881	-0.4233	0.2794	-1.2291	0.2185	0.1894	0.5230	-1.1438	0.4276	-0.3767	-0.9468	-0.4546	0.2709	0.7983	-0.2811	0.6550	0.7010
-1.0221	-0.2380	0.1771	-0.6931	1.6089	-0.7546	1.4725	1.9261	0.9579	2.0078	-0.1104	1.4604	1.3404	0.9285	-1.4199	-0.2146	0.2317	-0.8161	1.6044	-0.8146	-0.5119	0.8113	-0.6550	0.1365	-0.9011	0.6441	0.1551	0.6579	1.6009	-1.3340	1.6509	0.1989
-0.3402	-0.1678	-0.3605	0.0601	-0.2658	0.3073	-0.3287	0.2585	-0.1129	-0.2226	0.0294	0.2606	-0.1460	-0.2716	0.1309	-0.2865	-0.3722	0.1333	1.0114	-0.4951	-0.1419	-0.0990	-0.3294	-0.1009	-0.1067	-0.2045	-0.4994	-0.0366	-0.0373	0.2696	0.2015	0.3542
-0.6845	-0.0250	0.2854	0.1926	0.2114	0.0593	0.0753	-0.1942	-0.2772	0.3059	-0.3642	-0.1638	-0.0276	-0.2276	-0.0587	-0.0185	0.0749	0.3027	-0.2681	-0.1987	0.5595	0.3404	-0.0782	-0.1470	0.5995	-0.1673	0.0016	0.8460	0.0062	-0.1291	0.3557	0.0446
-0.1679	-0.8329	0.0561	-0.0893	-0.0002	0.0433	-0.0725	0.9316	-0.1353	-0.0239	0.1508	0.3467	0.3289	-0.3006	-0.1361	-0.4938	-0.3391	-0.0423	-0.1077	0.5241	0.1825	0.4539	0.2837	-0.0682	0.5891	-0.0489	0.0019	-0.3145	0.0548	-0.0782	-0.6325	-0.0408
-0.2778	0.1331	0.0414	0.0052	-0.4288	0.0080	0.7614	0.0162	0.2032	0.1496	0.0482	0.2091	-0.2894	-0.2446	-1.4158	0.1589	-0.0343	0.2900	-0.0241	0.0749	0.0529	0.1864	-0.5531	-0.0169	0.1406	-0.5167	-0.3333	-0.1944	0.0949	0.3719	-0.7558	-0.2900
-0.0134	-0.3167	0.3673	-0.3132	-0.1076	-0.0967	0.0277	0.1564	0.1582	0.1555	-0.1508	0.1719	-0.0276	-0.2973	0.3632	0.1082	-0.0005	0.3271	0.1074	-0.2921	0.0643	-0.2660	-0.2235	0.1552	0.1883	-0.1039	0.1651	-0.0929	-0.1360	-0.1528	0.3302	-0.4753
0.2663	0.1077	0.6337	0.3868	-0.5305	0.6385	0.1593	-0.0081	-0.3347	0.0338	-0.5961	-0.0660	0.4219	0.3025	0.0698	0.0823	0.4187	0.1317	0.0298	-0.3601	0.0093	0.6435	-0.0256	0.3746	-0.3068	0.1437	0.1100	0.5811	-0.0480	-0.2747	-0.1916	0.1310
0.2885	0.4570	0.4769	-0.6376	-0.3580	0.6754	-0.4646	0.6020	-0.6412	0.4097	-0.8394	0.2395	0.2358	1.2765	-0.2543	-0.2390	-0.2009	-0.4618	-0.4182	-0.5517	0.7420	0.2530	0.5464	0.1469	-0.0546	0.2430	0.9347	0.3417	0.0269	1.3951	0.1649	0.3511
0.5301	-0.1096	0.5892	0.6223	-0.2706	0.4850	-0.0581	0.0659	-0.6783	-0.0706	-0.1719	0.4985	0.3797	0.3864	-0.2701	0.0149	0.4082	0.3272	-0.1296	-0.5776	-0.0214	0.4034	0.1921	-1.5414	-0.3676	-0.0836	0.5274	0.2038	-0.1040	-0.1731	0.1607	-0.0567
0.0678	0.0307	0.1791	0.2965	0.0466	0.5703	0.2058	-0.0905	-0.2473	0.0092	-0.3320	0.0602	0.2145	0.1600	-0.2200	0.0751	0.4257	0.3552	-0.5434	-1.4752	0.0511	0.0993	0.0986	0.2972	-0.5243	0.0664	0.0544	-0.0159	0.1749	0.1407	-0.2606	0.1656
-0.3730	-0.0393	1.1953	0.1724	0.1999	0.3984	-0.0852	-0.4726	-0.4374	-0.1646	0.4368	0.8056	0.2481	0.4776	-0.2402	0.0022	0.4896	0.1523	-0.4316	-0.4071	0.1223	0.1625	0.3222	0.7800	-0.5211	-0.1261	0.4313	-0.0563	-0.0500	-0.0330	-0.1583	0.3999
