-0.3520	-0.4929	-0.4905	-0.2523	-0.0100	0.6116	-0.0445	-1.3182	0.6557	0.5517	0.0574	1.8161	-0.7878	-0.0325	-0.1261	2.3973	-0.9370	-1.1908	0.1078	-0.7959	1.8205	0.2647	0.0709	-0.3772	-1.6269	-0.3524	-0.5009	-0.0946	-0.2520	-0.9977	-1.0271	-0.3715
1.4438	-0.8457	-0.1156	-0.8010	0.7539	0.2006	1.1583	-0.8178	-1.0011	0.9770	-0.3552	-1.2895	-0.1885	1.3216	0.1784	0.4082	0.1670	-1.7874	-1.0497	-0.2696	-0.4614	0.6849	0.3206	-0.2502	-0.9875	-0.6083	0.0453	0.4335	0.2535	1.2124	-0.3474	-0.3055
0.3520	-0.0108	-0.0689	-0.4125	0.3008	-0.1971	0.3907	-0.4236	-0.6433	-1.0387	-0.5804	0.1512	-1.2422	0.2123	0.8932	-0.2116	0.8060	-0.4682	0.7493	0.0951	0.2008	0.0818	0.1846	-0.0300	-0.2063	-0.5226	-0.2759	-0.1704	0.2188	0.0922	0.2782	-0.0123
0.0200	-0.2807	0.0627	-0.1551	0.0555	-0.0789	0.5558	-0.0170	-0.7442	0.1818	-0.0223	0.0750	-0.0680	0.2600	0.2190	-0.0014	0.0491	-0.3178	0.0868	0.4037	-0.2081	0.1623	0.1364	-0.8349	-0.1268	-0.3915	0.0640	0.7210	0.0990	-0.7127	-0.1542	-0.0968
0.7192	0.7984	-0.0524	-1.5581	0.1011	1.2488	-0.1033	0.2915	-1.7339	-0.7682	0.7672	0.5889	-0.1330	0.2085	0.8900	-0.1792	-0.0363	1.2258	-1.1163	-1.1974	0.5202	-0.3830	-0.7691	-0.1322	-0.5691	-0.8172	2.5405	0.7525	-0.0322	0.1804	-1.1643	0.1551
0.3341	0.1064	0.1523	-0.3246	-0.0273	0.3873	0.4428	0.0066	-0.6259	-0.2338	0.1254	0.3174	1.2876	-0.0418	0.3458	-0.1384	0.2245	-0.7215	0.0998	0.2949	0.3079	0.2646	-0.0369	0.4955	-0.1955	-0.3033	-0.8761	-0.1297	0.0380	0.0996	-0.6036	0.1107
0.3896	-0.2259	0.3286	0.1270	0.0702	-0.4571	0.1712	0.0064	-0.8242	0.0331	0.0290	0.1107	-0.7727	0.2824	-0.3071	-0.0792	-0.0660	-0.1472	-0.1647	0.2766	0.4748	0.3700	-0.0873	0.2613	-0.4076	0.2304	0.0285	0.2714	0.0254	-0.3284	-0.3746	0.1357
0.1072	-0.6021	-0.4361	0.1106	0.2372	0.0359	0.0468	0.8145	-1.0610	0.7382	-0.1044	0.1432	-0.0643	-0.1749	-0.1788	0.2857	0.2357	0.2949	0.2700	-0.1718	-0.0378	1.0813	0.3149	0.1943	-0.2798	-0.4308	-0.0167	-0.1320	0.1049	0.1287	-0.2877	0.1434
-0.0292	-1.5435	0.5480	0.5497	1.5050	-0.7755	0.6491	-1.6545	-1.2611	-0.1175	0.5784	1.0530	0.6635	0.4139	-0.3826	0.3385	0.3597	0.5547	0.0157	0.6478	0.7907	-0.3843	0.8990	0.8619	0.5776	0.6398	0.7439	0.4307	0.6059	0.4573	-0.2236	-0.4343
-0.0697	0.7998	-0.1259	0.3433	0.3561	0.0764	0.1385	-0.4276	-0.9965	0.1522	0.0105	-0.3783	0.0586	0.2045	0.2790	-0.1189	-0.0222	-0.3647	0.0585	0.0730	0.3519	0.4074	-0.1515	0.1975	-0.1237	0.3262	-0.3272	0.2393	-0.5004	-0.1229	-0.5402	-0.1269
